Year,Site,Growth
451,WaterLimited,0.605851787
452,EnergyLimited,1.081373423
452,WaterLimited,1.142168777
453,EnergyLimited,1.06915328
453,WaterLimited,1.291986258
454,EnergyLimited,0.992889122
454,WaterLimited,1.314695772
455,EnergyLimited,0.971708314
455,WaterLimited,0.823338325
456,EnergyLimited,0.976875314
456,WaterLimited,1.155496753
457,EnergyLimited,1.017342136
457,WaterLimited,1.325985834
458,EnergyLimited,1.16437941
458,WaterLimited,1.166720681
459,EnergyLimited,1.02884857
459,WaterLimited,1.079615714
460,EnergyLimited,0.948088714
460,WaterLimited,1.084375547
461,EnergyLimited,0.715186436
461,WaterLimited,0.872417075
462,EnergyLimited,1.038395485
462,WaterLimited,0.950386174
463,EnergyLimited,0.651237211
463,WaterLimited,0.635408754
464,EnergyLimited,0.767356691
464,WaterLimited,0.772340424
465,EnergyLimited,0.854933706
465,WaterLimited,0.941821293
466,EnergyLimited,0.836718557
466,WaterLimited,0.981537207
467,EnergyLimited,0.865991562
467,WaterLimited,0.821387042
468,EnergyLimited,1.092359712
468,WaterLimited,1.012871007
469,EnergyLimited,0.928999489
469,WaterLimited,0.933915545
470,EnergyLimited,0.843281639
470,WaterLimited,0.953796902
471,EnergyLimited,0.819670462
471,WaterLimited,0.758185431
472,EnergyLimited,0.665238751
472,WaterLimited,0.702903576
473,EnergyLimited,0.709219307
473,WaterLimited,0.84265166
474,EnergyLimited,0.853034108
474,WaterLimited,0.640699688
475,EnergyLimited,0.845746645
475,WaterLimited,1.069505609
476,EnergyLimited,0.950132945
476,WaterLimited,1.017715629
477,EnergyLimited,1.097736005
477,WaterLimited,0.912975303
478,EnergyLimited,1.014802016
478,WaterLimited,0.881501176
479,EnergyLimited,0.87034384
479,WaterLimited,1.042905962
480,EnergyLimited,1.107945406
480,WaterLimited,1.240020309
481,EnergyLimited,1.051556345
481,WaterLimited,1.03562514
482,EnergyLimited,0.887632327
482,WaterLimited,0.997102531
483,EnergyLimited,0.858382472
483,WaterLimited,1.135506572
484,EnergyLimited,1.00557973
484,WaterLimited,1.054443784
485,EnergyLimited,0.975598284
485,WaterLimited,1.115830819
486,EnergyLimited,0.710534171
486,WaterLimited,0.736193743
487,EnergyLimited,1.12434102
487,WaterLimited,1.17334746
488,EnergyLimited,0.787581553
488,WaterLimited,0.893397245
489,EnergyLimited,0.977827915
489,WaterLimited,1.088370104
490,EnergyLimited,0.952753063
490,WaterLimited,0.848216778
491,EnergyLimited,0.966914677
491,WaterLimited,0.875657142
492,EnergyLimited,0.976309145
492,WaterLimited,1.098068638
493,EnergyLimited,1.147197663
493,WaterLimited,1.131613485
494,EnergyLimited,1.130812137
494,WaterLimited,1.108557901
495,EnergyLimited,1.011242104
495,WaterLimited,1.411681121
496,EnergyLimited,1.111316856
496,WaterLimited,1.462065225
497,EnergyLimited,1.06454962
497,WaterLimited,1.101861645
498,EnergyLimited,1.132507837
498,WaterLimited,1.315352606
499,EnergyLimited,1.070412136
499,WaterLimited,1.1423753
500,EnergyLimited,1.146505932
500,WaterLimited,1.088587307
501,EnergyLimited,1.01653058
501,WaterLimited,0.722574919
502,EnergyLimited,1.244773269
502,WaterLimited,1.139404948
503,EnergyLimited,1.283963962
503,WaterLimited,1.220482581
504,EnergyLimited,1.34585751
504,WaterLimited,1.309014974
505,EnergyLimited,1.290187905
505,WaterLimited,1.188633095
506,EnergyLimited,0.933641139
506,WaterLimited,1.051187874
507,EnergyLimited,1.170213086
507,WaterLimited,0.870010638
508,EnergyLimited,1.236490833
508,WaterLimited,1.209402085
509,EnergyLimited,1.154291577
509,WaterLimited,1.198050457
510,EnergyLimited,1.174701829
510,WaterLimited,1.438365746
511,EnergyLimited,0.879268152
511,WaterLimited,1.109857785
512,EnergyLimited,0.991335713
512,WaterLimited,0.97827345
513,EnergyLimited,1.049809032
513,WaterLimited,0.680722685
514,EnergyLimited,0.935730843
514,WaterLimited,0.833858657
515,EnergyLimited,0.98102035
515,WaterLimited,0.830792794
516,EnergyLimited,0.849324238
516,WaterLimited,0.981196904
517,EnergyLimited,0.86644424
517,WaterLimited,0.684304765
518,EnergyLimited,0.830648709
518,WaterLimited,0.550686832
519,EnergyLimited,1.100426948
519,WaterLimited,0.798669492
520,EnergyLimited,1.21890152
520,WaterLimited,0.771438914
521,EnergyLimited,1.141490828
521,WaterLimited,1.096394486
522,EnergyLimited,1.1743113
522,WaterLimited,1.179657396
523,EnergyLimited,1.268995732
523,WaterLimited,1.106823349
524,EnergyLimited,1.220318272
524,WaterLimited,1.063447267
525,EnergyLimited,1.155598459
525,WaterLimited,0.742965877
526,EnergyLimited,1.349515269
526,WaterLimited,0.833781632
527,EnergyLimited,1.431692574
527,WaterLimited,0.913213541
528,EnergyLimited,1.093990788
528,WaterLimited,0.726661729
529,EnergyLimited,1.150357379
529,WaterLimited,0.957114163
530,EnergyLimited,1.325978164
530,WaterLimited,1.022688231
531,EnergyLimited,0.923010751
531,WaterLimited,0.646347242
532,EnergyLimited,1.182954548
532,WaterLimited,1.097014484
533,EnergyLimited,1.034113691
533,WaterLimited,1.136854468
534,EnergyLimited,1.096499275
534,WaterLimited,1.062640576
535,EnergyLimited,1.07129623
535,WaterLimited,0.819648816
536,EnergyLimited,0.500537293
536,WaterLimited,0.547016085
537,EnergyLimited,0.706098599
537,WaterLimited,1.159667787
538,EnergyLimited,1.372794667
538,WaterLimited,1.205564662
539,EnergyLimited,1.074492349
539,WaterLimited,0.930943863
540,EnergyLimited,0.933371274
540,WaterLimited,1.24788296
541,EnergyLimited,0.962942697
541,WaterLimited,0.988853726
542,EnergyLimited,0.727532858
542,WaterLimited,0.740315929
543,EnergyLimited,0.640979215
543,WaterLimited,0.84095678
544,EnergyLimited,0.77953677
544,WaterLimited,0.796223724
545,EnergyLimited,0.65396014
545,WaterLimited,0.764728981
546,EnergyLimited,0.678414624
546,WaterLimited,1.008373073
547,EnergyLimited,0.635545254
547,WaterLimited,0.954126826
548,EnergyLimited,0.728494739
548,WaterLimited,1.334321021
549,EnergyLimited,0.870605069
549,WaterLimited,1.147216595
550,EnergyLimited,0.778200284
550,WaterLimited,1.36965761
551,EnergyLimited,0.780938259
551,WaterLimited,1.181288094
552,EnergyLimited,0.955455684
552,WaterLimited,1.391399487
553,EnergyLimited,0.944590762
553,WaterLimited,1.02462976
554,EnergyLimited,0.634458987
554,WaterLimited,0.13225735
555,EnergyLimited,0.915996072
555,WaterLimited,1.286688962
556,EnergyLimited,0.679061095
556,WaterLimited,1.229688475
557,EnergyLimited,1.032144973
557,WaterLimited,1.209115992
558,EnergyLimited,0.956987638
558,WaterLimited,1.093152052
559,EnergyLimited,0.763238335
559,WaterLimited,1.128816849
560,EnergyLimited,0.93018505
560,WaterLimited,1.337176478
561,EnergyLimited,0.992064211
561,WaterLimited,1.085397709
562,EnergyLimited,0.545336137
562,WaterLimited,0.368884988
563,EnergyLimited,0.746808022
563,WaterLimited,0.224988317
564,EnergyLimited,0.928314049
564,WaterLimited,1.030947299
565,EnergyLimited,0.914368774
565,WaterLimited,0.668098772
566,EnergyLimited,0.966061096
566,WaterLimited,0.597708662
567,EnergyLimited,0.983556934
567,WaterLimited,0.965220831
568,EnergyLimited,1.035421946
568,WaterLimited,1.024687588
569,EnergyLimited,0.439357124
569,WaterLimited,0.388657611
570,EnergyLimited,0.601268188
570,WaterLimited,0.524329686
571,EnergyLimited,0.701452768
571,WaterLimited,0.821968242
572,EnergyLimited,0.852471944
572,WaterLimited,0.731308494
573,EnergyLimited,1.125393282
573,WaterLimited,0.818884363
574,EnergyLimited,0.813386098
574,WaterLimited,0.987136198
575,EnergyLimited,0.94185386
575,WaterLimited,1.137558204
576,EnergyLimited,0.875546211
576,WaterLimited,1.092345146
577,EnergyLimited,0.848932611
577,WaterLimited,1.120656093
578,EnergyLimited,0.739543738
578,WaterLimited,1.0910312
579,EnergyLimited,0.782541443
579,WaterLimited,1.003343309
580,EnergyLimited,0.685320839
580,WaterLimited,0.751016703
581,EnergyLimited,0.851792404
581,WaterLimited,1.098422464
582,EnergyLimited,0.986181211
582,WaterLimited,1.090610224
583,EnergyLimited,1.013673465
583,WaterLimited,1.330016948
584,EnergyLimited,0.786209176
584,WaterLimited,0.939950436
585,EnergyLimited,0.976120814
585,WaterLimited,1.091549586
586,EnergyLimited,1.243953221
586,WaterLimited,0.962806864
587,EnergyLimited,1.050943478
587,WaterLimited,1.161933002
588,EnergyLimited,1.248282915
588,WaterLimited,0.711553479
589,EnergyLimited,1.216782423
589,WaterLimited,0.94875591
590,EnergyLimited,1.10589324
590,WaterLimited,0.793350518
591,EnergyLimited,0.919510531
591,WaterLimited,0.417370088
592,EnergyLimited,0.971914038
592,WaterLimited,1.098632027
593,EnergyLimited,1.170498378
593,WaterLimited,1.302120932
594,EnergyLimited,0.787657609
594,WaterLimited,0.589158281
595,EnergyLimited,1.092922668
595,WaterLimited,1.095397513
596,EnergyLimited,0.575542947
596,WaterLimited,0.569715883
597,EnergyLimited,1.35045647
597,WaterLimited,1.239659979
598,EnergyLimited,1.135574542
598,WaterLimited,1.07474959
599,EnergyLimited,1.158780312
599,WaterLimited,0.983163057
600,EnergyLimited,1.134336909
600,WaterLimited,1.242916562
601,EnergyLimited,0.853486246
601,WaterLimited,1.158398012
602,EnergyLimited,0.992068466
602,WaterLimited,0.817487747
603,EnergyLimited,0.757267918
603,WaterLimited,0.797868803
604,EnergyLimited,1.002837685
604,WaterLimited,1.041058
605,EnergyLimited,1.151395715
605,WaterLimited,1.014036399
606,EnergyLimited,1.064466785
606,WaterLimited,0.906962079
607,EnergyLimited,1.251900167
607,WaterLimited,1.002576055
608,EnergyLimited,0.861225514
608,WaterLimited,1.07929676
609,EnergyLimited,1.020342218
609,WaterLimited,1.079392361
610,EnergyLimited,0.816535531
610,WaterLimited,0.622139234
611,EnergyLimited,0.774216866
611,WaterLimited,0.66000064
612,EnergyLimited,0.940888809
612,WaterLimited,0.708228703
613,EnergyLimited,0.944842452
613,WaterLimited,0.966037638
614,EnergyLimited,1.206359519
614,WaterLimited,0.927434387
615,EnergyLimited,0.998725252
615,WaterLimited,0.60184332
616,EnergyLimited,0.936347063
616,WaterLimited,0.982227484
617,EnergyLimited,0.904764101
617,WaterLimited,1.120345439
618,EnergyLimited,1.207884922
618,WaterLimited,1.140517536
619,EnergyLimited,1.089928982
619,WaterLimited,1.095181671
620,EnergyLimited,0.782550186
620,WaterLimited,0.850870976
621,EnergyLimited,1.298592947
621,WaterLimited,1.161771501
622,EnergyLimited,1.043906139
622,WaterLimited,1.096676071
623,EnergyLimited,1.269042724
623,WaterLimited,1.132953889
624,EnergyLimited,1.007841539
624,WaterLimited,1.043518419
625,EnergyLimited,0.955502029
625,WaterLimited,1.083065344
626,EnergyLimited,1.086427244
626,WaterLimited,0.887672606
627,EnergyLimited,0.293546105
627,WaterLimited,0.36716183
628,EnergyLimited,0.839591556
628,WaterLimited,1.466235892
629,EnergyLimited,1.098787443
629,WaterLimited,0.923492537
630,EnergyLimited,1.135539166
630,WaterLimited,0.859837537
631,EnergyLimited,1.215286858
631,WaterLimited,1.107044175
632,EnergyLimited,1.020020455
632,WaterLimited,1.153466244
633,EnergyLimited,1.084142686
633,WaterLimited,1.187077886
634,EnergyLimited,1.08305736
634,WaterLimited,1.139536868
635,EnergyLimited,1.059583598
635,WaterLimited,1.255825944
636,EnergyLimited,1.120160607
636,WaterLimited,1.20959903
637,EnergyLimited,1.103048744
637,WaterLimited,1.177000631
638,EnergyLimited,1.203488647
638,WaterLimited,1.222501999
639,EnergyLimited,0.918417406
639,WaterLimited,0.601313075
640,EnergyLimited,1.061947359
640,WaterLimited,0.815460748
641,EnergyLimited,1.217413615
641,WaterLimited,1.290673999
642,EnergyLimited,1.351544694
642,WaterLimited,1.085538533
643,EnergyLimited,1.24356895
643,WaterLimited,1.072537046
644,EnergyLimited,0.864843751
644,WaterLimited,0.520505973
645,EnergyLimited,0.53464442
645,WaterLimited,0.222110221
646,EnergyLimited,1.066017491
646,WaterLimited,1.090135578
647,EnergyLimited,1.160003961
647,WaterLimited,1.134320352
648,EnergyLimited,0.783603194
648,WaterLimited,1.060004207
649,EnergyLimited,1.111361268
649,WaterLimited,1.086973185
650,EnergyLimited,1.117037316
650,WaterLimited,1.206269529
651,EnergyLimited,0.808262943
651,WaterLimited,0.555191
652,EnergyLimited,1.226279152
652,WaterLimited,1.331147426
653,EnergyLimited,1.059211081
653,WaterLimited,0.999783085
654,EnergyLimited,1.017878444
654,WaterLimited,1.12003193
655,EnergyLimited,0.93810481
655,WaterLimited,1.331771207
656,EnergyLimited,1.199638851
656,WaterLimited,1.172713814
657,EnergyLimited,1.095879628
657,WaterLimited,1.114760887
658,EnergyLimited,1.062969044
658,WaterLimited,1.180095362
659,EnergyLimited,1.088478908
659,WaterLimited,1.101059635
660,EnergyLimited,0.99845473
660,WaterLimited,0.88729398
661,EnergyLimited,1.033266645
661,WaterLimited,0.946458271
662,EnergyLimited,1.051333272
662,WaterLimited,1.15211064
663,EnergyLimited,1.177384689
663,WaterLimited,1.398325191
664,EnergyLimited,1.009004594
664,WaterLimited,0.942239292
665,EnergyLimited,1.118493987
665,WaterLimited,1.101972008
666,EnergyLimited,1.218310199
666,WaterLimited,1.306138569
667,EnergyLimited,1.115256111
667,WaterLimited,1.137313729
668,EnergyLimited,1.233326858
668,WaterLimited,1.202806342
669,EnergyLimited,1.371760521
669,WaterLimited,1.049005832
670,EnergyLimited,1.209878007
670,WaterLimited,1.138377949
671,EnergyLimited,1.408517445
671,WaterLimited,1.375792233
672,EnergyLimited,1.531837775
672,WaterLimited,1.524921341
673,EnergyLimited,1.251963224
673,WaterLimited,1.074557398
674,EnergyLimited,1.401029619
674,WaterLimited,1.656390348
675,EnergyLimited,1.091790975
675,WaterLimited,1.502966257
676,EnergyLimited,1.034906286
676,WaterLimited,0.822740191
677,EnergyLimited,0.680957056
677,WaterLimited,0.356566069
678,EnergyLimited,1.014514862
678,WaterLimited,0.997118096
679,EnergyLimited,1.404904129
679,WaterLimited,1.276303214
680,EnergyLimited,1.237060299
680,WaterLimited,1.273434584
681,EnergyLimited,0.639315303
681,WaterLimited,0.449029352
682,EnergyLimited,0.850273868
682,WaterLimited,1.660153404
683,EnergyLimited,1.228269415
683,WaterLimited,1.387764787
684,EnergyLimited,0.914257495
684,WaterLimited,1.008681181
685,EnergyLimited,0.858302414
685,WaterLimited,1.095913968
686,EnergyLimited,0.945997108
686,WaterLimited,1.376139166
687,EnergyLimited,0.720862741
687,WaterLimited,1.38561614
688,EnergyLimited,0.677211011
688,WaterLimited,1.263408346
689,EnergyLimited,0.923848516
689,WaterLimited,1.288314024
690,EnergyLimited,0.838557052
690,WaterLimited,1.491941945
691,EnergyLimited,0.847585048
691,WaterLimited,1.548033698
692,EnergyLimited,0.836956838
692,WaterLimited,1.26959824
693,EnergyLimited,0.615245563
693,WaterLimited,1.421174064
694,EnergyLimited,0.871128519
694,WaterLimited,1.361339689
695,EnergyLimited,0.839870501
695,WaterLimited,1.270931382
696,EnergyLimited,0.794481501
696,WaterLimited,1.243926556
697,EnergyLimited,0.889311207
697,WaterLimited,1.384722695
698,EnergyLimited,0.728903585
698,WaterLimited,1.086678019
699,EnergyLimited,0.57637462
699,WaterLimited,0.136014876
700,EnergyLimited,1.132434404
700,WaterLimited,1.555918073
701,EnergyLimited,0.970837827
701,WaterLimited,1.480351085
702,EnergyLimited,0.920180002
702,WaterLimited,1.186900212
703,EnergyLimited,0.880608219
703,WaterLimited,1.17683514
704,EnergyLimited,1.250286936
704,WaterLimited,1.552951299
705,EnergyLimited,1.186781502
705,WaterLimited,1.470364212
706,EnergyLimited,0.971888254
706,WaterLimited,1.300993304
707,EnergyLimited,1.035918387
707,WaterLimited,0.736834554
708,EnergyLimited,1.170768476
708,WaterLimited,1.175739134
709,EnergyLimited,1.151662046
709,WaterLimited,1.199498876
710,EnergyLimited,1.101730991
710,WaterLimited,1.32881032
711,EnergyLimited,0.996180048
711,WaterLimited,1.186631022
712,EnergyLimited,0.927134246
712,WaterLimited,1.166462436
713,EnergyLimited,0.96695961
713,WaterLimited,1.152885825
714,EnergyLimited,1.077848787
714,WaterLimited,0.697622602
715,EnergyLimited,1.059583741
715,WaterLimited,1.116022325
716,EnergyLimited,1.01243811
716,WaterLimited,1.247163277
717,EnergyLimited,0.668187107
717,WaterLimited,1.028526127
718,EnergyLimited,0.870990682
718,WaterLimited,1.160348668
719,EnergyLimited,0.97677295
719,WaterLimited,0.850764413
720,EnergyLimited,0.734978389
720,WaterLimited,0.680250364
721,EnergyLimited,1.151957813
721,WaterLimited,1.234729887
722,EnergyLimited,1.145163634
722,WaterLimited,1.32209972
723,EnergyLimited,1.271591796
723,WaterLimited,1.233207376
724,EnergyLimited,1.279805618
724,WaterLimited,0.86365889
725,EnergyLimited,1.218761282
725,WaterLimited,1.349168297
726,EnergyLimited,1.315909705
726,WaterLimited,1.326709879
727,EnergyLimited,1.205514988
727,WaterLimited,1.29694143
728,EnergyLimited,1.392686249
728,WaterLimited,1.605159787
729,EnergyLimited,1.091765082
729,WaterLimited,1.025162351
730,EnergyLimited,0.982843825
730,WaterLimited,1.493633679
731,EnergyLimited,1.290628427
731,WaterLimited,1.339085381
732,EnergyLimited,1.023686525
732,WaterLimited,1.311226649
733,EnergyLimited,0.929869783
733,WaterLimited,1.195365185
734,EnergyLimited,1.064235172
734,WaterLimited,1.061805835
735,EnergyLimited,1.376846755
735,WaterLimited,1.584815916
736,EnergyLimited,1.036979114
736,WaterLimited,1.276927361
737,EnergyLimited,0.919340799
737,WaterLimited,1.15273606
738,EnergyLimited,1.032598091
738,WaterLimited,1.069985205
739,EnergyLimited,0.954785978
739,WaterLimited,0.825857639
740,EnergyLimited,0.847334732
740,WaterLimited,0.435949285
741,EnergyLimited,1.019183842
741,WaterLimited,0.777225663
742,EnergyLimited,1.391906125
742,WaterLimited,1.34857757
743,EnergyLimited,0.826627026
743,WaterLimited,0.901874907
744,EnergyLimited,1.092176689
744,WaterLimited,0.996539595
745,EnergyLimited,1.002497595
745,WaterLimited,1.012124067
746,EnergyLimited,1.226974981
746,WaterLimited,1.310614749
747,EnergyLimited,1.141117553
747,WaterLimited,1.291706104
748,EnergyLimited,1.364184909
748,WaterLimited,1.126509123
749,EnergyLimited,1.218758275
749,WaterLimited,1.123183394
750,EnergyLimited,1.011712914
750,WaterLimited,0.963814724
751,EnergyLimited,1.268203396
751,WaterLimited,1.083073849
752,EnergyLimited,0.963110133
752,WaterLimited,1.039364226
753,EnergyLimited,1.114271275
753,WaterLimited,1.11686834
754,EnergyLimited,1.362478657
754,WaterLimited,1.372592532
755,EnergyLimited,1.190616356
755,WaterLimited,1.279071599
756,EnergyLimited,1.535214758
756,WaterLimited,1.351767504
757,EnergyLimited,1.325980241
757,WaterLimited,1.275020154
758,EnergyLimited,1.238205821
758,WaterLimited,1.283966885
759,EnergyLimited,1.429822183
759,WaterLimited,1.477685473
760,EnergyLimited,1.310984783
760,WaterLimited,0.924309031
761,EnergyLimited,0.797102295
761,WaterLimited,0.953216755
762,EnergyLimited,0.496740825
762,WaterLimited,0.205489036
763,EnergyLimited,1.051150539
763,WaterLimited,1.010744637
764,EnergyLimited,1.116124776
764,WaterLimited,1.045331191
765,EnergyLimited,1.24302306
765,WaterLimited,1.226583794
766,EnergyLimited,0.954491987
766,WaterLimited,0.833307551
767,EnergyLimited,1.182415915
767,WaterLimited,0.976847473
768,EnergyLimited,1.050921969
768,WaterLimited,1.073004874
769,EnergyLimited,1.128521348
769,WaterLimited,1.139641688
770,EnergyLimited,1.056845877
770,WaterLimited,1.119981774
771,EnergyLimited,1.047966308
771,WaterLimited,1.194887715
772,EnergyLimited,1.114986027
772,WaterLimited,1.21359338
773,EnergyLimited,0.829063759
773,WaterLimited,1.031750929
774,EnergyLimited,1.239933385
774,WaterLimited,1.087212563
775,EnergyLimited,1.157863972
775,WaterLimited,1.173111894
776,EnergyLimited,1.057043555
776,WaterLimited,0.951137653
777,EnergyLimited,0.89442488
777,WaterLimited,0.963493344
778,EnergyLimited,1.059781571
778,WaterLimited,0.858315885
779,EnergyLimited,1.194449435
779,WaterLimited,1.218315925
780,EnergyLimited,0.98012196
780,WaterLimited,1.146136251
781,EnergyLimited,0.990098651
781,WaterLimited,0.832379195
782,EnergyLimited,0.906170863
782,WaterLimited,1.010563233
783,EnergyLimited,1.017504623
783,WaterLimited,0.988310921
784,EnergyLimited,1.112076496
784,WaterLimited,1.448725309
785,EnergyLimited,1.240655294
785,WaterLimited,1.389896962
786,EnergyLimited,1.23284508
786,WaterLimited,1.148305817
787,EnergyLimited,1.113278201
787,WaterLimited,1.000525668
788,EnergyLimited,0.895554504
788,WaterLimited,0.824260694
789,EnergyLimited,1.011746969
789,WaterLimited,0.879779834
790,EnergyLimited,0.85782732
790,WaterLimited,1.14550368
791,EnergyLimited,1.138131715
791,WaterLimited,1.238827381
792,EnergyLimited,1.272716445
792,WaterLimited,1.145664588
793,EnergyLimited,1.106892813
793,WaterLimited,0.883338076
794,EnergyLimited,1.04087662
794,WaterLimited,0.547682329
795,EnergyLimited,1.135537884
795,WaterLimited,1.012085358
796,EnergyLimited,0.908371156
796,WaterLimited,1.213831716
797,EnergyLimited,0.939481893
797,WaterLimited,0.982243524
798,EnergyLimited,0.75300785
798,WaterLimited,1.154575022
799,EnergyLimited,0.463010119
799,WaterLimited,0.61856461
800,EnergyLimited,0.842264979
800,WaterLimited,1.241407396
801,EnergyLimited,0.751220859
801,WaterLimited,1.063281545
802,EnergyLimited,0.776498653
802,WaterLimited,1.228222397
803,EnergyLimited,1.120958929
803,WaterLimited,1.528755519
804,EnergyLimited,0.839411221
804,WaterLimited,0.833763789
805,EnergyLimited,1.134291184
805,WaterLimited,1.148846904
806,EnergyLimited,1.13196786
806,WaterLimited,1.302407813
807,EnergyLimited,1.013507965
807,WaterLimited,1.120559644
808,EnergyLimited,1.05577104
808,WaterLimited,1.042293718
809,EnergyLimited,0.514913971
809,WaterLimited,0.024604389
810,EnergyLimited,1.006613299
810,WaterLimited,0.724627771
811,EnergyLimited,1.086966865
811,WaterLimited,1.178166162
812,EnergyLimited,1.219574779
812,WaterLimited,0.857136781
813,EnergyLimited,1.09957701
813,WaterLimited,1.109487315
814,EnergyLimited,0.993430353
814,WaterLimited,0.810999974
815,EnergyLimited,1.229625504
815,WaterLimited,1.283967499
816,EnergyLimited,1.156279107
816,WaterLimited,1.330988788
817,EnergyLimited,0.540281201
817,WaterLimited,0.598290104
818,EnergyLimited,0.788230853
818,WaterLimited,0.692954317
819,EnergyLimited,0.945003872
819,WaterLimited,0.910008366
820,EnergyLimited,1.025759142
820,WaterLimited,1.150481292
821,EnergyLimited,1.155285164
821,WaterLimited,1.389563947
822,EnergyLimited,1.043272804
822,WaterLimited,1.543883146
823,EnergyLimited,0.986315902
823,WaterLimited,0.680256501
824,EnergyLimited,1.15734431
824,WaterLimited,1.194681192
825,EnergyLimited,1.001001726
825,WaterLimited,0.308341446
826,EnergyLimited,0.999400825
826,WaterLimited,1.223264114
827,EnergyLimited,0.86822676
827,WaterLimited,1.044263333
828,EnergyLimited,0.97749372
828,WaterLimited,1.429511214
829,EnergyLimited,0.937881782
829,WaterLimited,1.19431806
830,EnergyLimited,0.814807626
830,WaterLimited,1.012892248
831,EnergyLimited,0.748067421
831,WaterLimited,1.267121587
832,EnergyLimited,0.984894635
832,WaterLimited,1.319510546
833,EnergyLimited,1.145900016
833,WaterLimited,1.440648298
834,EnergyLimited,0.918148106
834,WaterLimited,1.272560979
835,EnergyLimited,0.828666646
835,WaterLimited,1.315100957
836,EnergyLimited,0.872641178
836,WaterLimited,1.162763257
837,EnergyLimited,0.778651159
837,WaterLimited,1.0305206
838,EnergyLimited,0.884901387
838,WaterLimited,1.240327015
839,EnergyLimited,0.661075532
839,WaterLimited,1.223044182
840,EnergyLimited,0.874563212
840,WaterLimited,0.941671213
841,EnergyLimited,0.667011579
841,WaterLimited,0.686500164
842,EnergyLimited,1.085725073
842,WaterLimited,1.439758828
843,EnergyLimited,1.127434033
843,WaterLimited,1.634116404
844,EnergyLimited,0.972888989
844,WaterLimited,1.164753357
845,EnergyLimited,1.056141877
845,WaterLimited,0.958836773
846,EnergyLimited,1.303713182
846,WaterLimited,1.299874202
847,EnergyLimited,0.628162311
847,WaterLimited,0.595605474
848,EnergyLimited,0.964458983
848,WaterLimited,1.093194308
849,EnergyLimited,1.12805386
849,WaterLimited,1.491992061
850,EnergyLimited,1.175033949
850,WaterLimited,0.827883726
851,EnergyLimited,1.141861727
851,WaterLimited,1.137239125
852,EnergyLimited,1.138184962
852,WaterLimited,1.360007496
853,EnergyLimited,1.301207079
853,WaterLimited,1.343863759
854,EnergyLimited,1.069443965
854,WaterLimited,1.257785789
855,EnergyLimited,0.903298092
855,WaterLimited,1.170994856
856,EnergyLimited,1.319107076
856,WaterLimited,1.135567919
857,EnergyLimited,1.031115572
857,WaterLimited,1.320683964
858,EnergyLimited,1.066649777
858,WaterLimited,1.506063608
859,EnergyLimited,1.065703816
859,WaterLimited,1.395239814
860,EnergyLimited,0.730274644
860,WaterLimited,1.059878505
861,EnergyLimited,0.969221564
861,WaterLimited,1.120895115
862,EnergyLimited,1.032162568
862,WaterLimited,1.223235835
863,EnergyLimited,1.01928624
863,WaterLimited,1.35742411
864,EnergyLimited,0.959576935
864,WaterLimited,1.351069493
865,EnergyLimited,0.798568865
865,WaterLimited,0.539131334
866,EnergyLimited,0.779062525
866,WaterLimited,0.922818943
867,EnergyLimited,0.707264218
867,WaterLimited,0.162402068
868,EnergyLimited,0.805323579
868,WaterLimited,0.657227708
869,EnergyLimited,0.807694916
869,WaterLimited,0.92308463
870,EnergyLimited,0.968116471
870,WaterLimited,1.178734011
871,EnergyLimited,1.070127334
871,WaterLimited,1.160845322
872,EnergyLimited,1.031038588
872,WaterLimited,1.086992219
873,EnergyLimited,1.0462236
873,WaterLimited,1.085692113
874,EnergyLimited,1.075826769
874,WaterLimited,1.184291257
875,EnergyLimited,1.050449655
875,WaterLimited,1.265494089
876,EnergyLimited,1.063390957
876,WaterLimited,1.37477242
877,EnergyLimited,0.917747191
877,WaterLimited,1.115284871
878,EnergyLimited,0.850178741
878,WaterLimited,0.739871972
879,EnergyLimited,1.138637545
879,WaterLimited,1.097151384
880,EnergyLimited,0.833288518
880,WaterLimited,1.148571873
881,EnergyLimited,0.958094376
881,WaterLimited,1.207812509
882,EnergyLimited,1.34044647
882,WaterLimited,1.340336964
883,EnergyLimited,1.180352195
883,WaterLimited,0.872354762
884,EnergyLimited,0.891415677
884,WaterLimited,0.646231191
885,EnergyLimited,1.154828684
885,WaterLimited,1.261000323
886,EnergyLimited,0.716026506
886,WaterLimited,0.805924705
887,EnergyLimited,1.133312677
887,WaterLimited,0.891203027
888,EnergyLimited,0.875971982
888,WaterLimited,1.065277664
889,EnergyLimited,0.96772118
889,WaterLimited,0.988163783
890,EnergyLimited,0.942455093
890,WaterLimited,1.362044052
891,EnergyLimited,1.29408811
891,WaterLimited,1.250320907
892,EnergyLimited,1.17035933
892,WaterLimited,1.372159779
893,EnergyLimited,1.03968037
893,WaterLimited,1.127331376
894,EnergyLimited,1.380776609
894,WaterLimited,1.18509993
895,EnergyLimited,1.182986026
895,WaterLimited,0.989132035
896,EnergyLimited,1.080067064
896,WaterLimited,1.369826292
897,EnergyLimited,1.220762629
897,WaterLimited,1.47396884
898,EnergyLimited,1.026000197
898,WaterLimited,1.239429171
899,EnergyLimited,0.624287184
899,WaterLimited,1.007684333
900,EnergyLimited,0.813557759
900,WaterLimited,0.891580543
901,EnergyLimited,0.870761014
901,WaterLimited,1.161575335
902,EnergyLimited,0.68377781
