Year,Site,Growth
1755,WaterLimited,0.881663954
1756,EnergyLimited,0.814258124
1756,WaterLimited,0.724894532
1757,EnergyLimited,0.894440826
1757,WaterLimited,0.616239685
1758,EnergyLimited,0.950698611
1758,WaterLimited,1.059593837
1759,EnergyLimited,0.740717799
1759,WaterLimited,0.517789265
1760,EnergyLimited,1.215059232
1760,WaterLimited,1.170093703
1761,EnergyLimited,1.015291727
1761,WaterLimited,0.85425784
1762,EnergyLimited,0.920842765
1762,WaterLimited,1.225652128
1763,EnergyLimited,0.863071239
1763,WaterLimited,0.628117151
1764,EnergyLimited,0.761535545
1764,WaterLimited,0.934639157
1765,EnergyLimited,0.975641671
1765,WaterLimited,0.856097143
1766,EnergyLimited,0.787435143
1766,WaterLimited,0.835966384
1767,EnergyLimited,1.077570944
1767,WaterLimited,1.015389796
1768,EnergyLimited,0.819357296
1768,WaterLimited,1.064613071
1769,EnergyLimited,1.02326358
1769,WaterLimited,1.202614104
1770,EnergyLimited,0.821347957
1770,WaterLimited,1.264327061
1771,EnergyLimited,1.030830838
1771,WaterLimited,1.272104329
1772,EnergyLimited,1.097493641
1772,WaterLimited,1.061971433
1773,EnergyLimited,1.086796632
1773,WaterLimited,1.26892879
1774,EnergyLimited,1.036680519
1774,WaterLimited,1.063250133
1775,EnergyLimited,1.194364566
1775,WaterLimited,0.946271046
1776,EnergyLimited,1.119681713
1776,WaterLimited,0.959680079
1777,EnergyLimited,0.955550933
1777,WaterLimited,0.231829702
1778,EnergyLimited,1.087568599
1778,WaterLimited,0.969632691
1779,EnergyLimited,1.084885822
1779,WaterLimited,1.059538285
1780,EnergyLimited,1.010033997
1780,WaterLimited,0.972280762
1781,EnergyLimited,0.949939449
1781,WaterLimited,0.773840136
1782,EnergyLimited,0.658435997
1782,WaterLimited,0.2028673
1783,EnergyLimited,1.037254671
1783,WaterLimited,0.56314958
1784,EnergyLimited,1.107237289
1784,WaterLimited,0.992406985
1785,EnergyLimited,1.29568045
1785,WaterLimited,1.022312889
1786,EnergyLimited,1.318608409
1786,WaterLimited,0.836076271
1787,EnergyLimited,1.23867728
1787,WaterLimited,0.955331436
1788,EnergyLimited,1.285234893
1788,WaterLimited,1.138451014
1789,EnergyLimited,1.146051941
1789,WaterLimited,0.778378066
1790,EnergyLimited,0.978307378
1790,WaterLimited,1.048650226
1791,EnergyLimited,1.181425008
1791,WaterLimited,1.145099969
1792,EnergyLimited,1.20207859
1792,WaterLimited,1.113869201
1793,EnergyLimited,0.979931413
1793,WaterLimited,0.895519059
1794,EnergyLimited,1.177466476
1794,WaterLimited,0.980394788
1795,EnergyLimited,1.174230188
1795,WaterLimited,0.208867674
1796,EnergyLimited,1.277095391
1796,WaterLimited,1.084771703
1797,EnergyLimited,1.295794927
1797,WaterLimited,1.246648787
1798,EnergyLimited,1.238816037
1798,WaterLimited,1.118734115
1799,EnergyLimited,1.309475709
1799,WaterLimited,1.267481036
